location_id,name,order,postgame_only
lost_cave_room_4,Lost Cave (room 4),9999,false
lost_cave_room_5,Lost Cave (room 5),9999,false
lost_cave_room_6,Lost Cave (room 6),9999,false
lost_cave_room_7,Lost Cave (room 7),9999,false
lost_cave_room_8,Lost Cave (room 8),9999,false
lost_cave_room_9,Lost Cave (room 9),9999,false
lost_hotel_area,Lost Hotel,9999,false
lost_tower_1f,Lost Tower (1F),9999,false
lost_tower_2f,Lost Tower (2F),9999,false
lost_tower_3f,Lost Tower (3F),9999,false
lost_tower_4f,Lost Tower (4F),9999,false
lost_tower_5f,Lost Tower (5F),9999,false
lostlorn_forest_area,Lostlorn Forest,9999,false
lumiose_city_area,Lumiose City,9999,false
magma_hideout_area,Magma Hideout,9999,false
malie_city,Malie City,9999,false
maniac_tunnel_26_plus_different_unown_caught,Maniac Tunnel (26+ different Unown caught),9999,false
marine_cave_area,Marine Cave,9999,false
marvelous_bridge_area,Marvelous Bridge,9999,false
memorial_pillar_area,Memorial Pillar,9999,false
meteor_falls_area,Meteor Falls,9999,false
meteor_falls_b1f,Meteor Falls (B1F),9999,false
meteor_falls_back,Meteor Falls (back),9999,false
meteor_falls_backsmall_room,Meteor Falls (back/small room),9999,false
mirage_spot_forest_east_of_mossdeep,Mirage Forest (East of Mossdeep),9999,false
mirage_spot_forest_north_of_lilycove,Mirage Forest (North of Lilycove),9999,false
mirage_spot_forest_north_of_route_124,Mirage Forest (North of Route 124),9999,false
mirage_spot_forest_south_of_route_109,Mirage Forest (South of Route 109),9999,false
mirage_spot_forest_south_of_route_132,Mirage Forest (South of Route 132),9999,false
mirage_spot_forest_west_of_route_105,Mirage Forest (West of Route 105),9999,false
mirage_spot_forest_west_of_route_114,Mirage Forest (West of Route 114),9999,false
mirage_island_area,Mirage Island,9999,false
mirage_spot_island_east_of_shoal_cave,Mirage Island (East of Shoal Cave),9999,false
mirage_spot_island_route_124,Mirage Island (Route 124),9999,false
mirage_spot_island_route_132,Mirage Island (Route 132),9999,false
mirage_spot_island_south_of_pacifidlog,Mirage Island (South of Pacofidlog),9999,false
mirage_spot_island_south_of_route_134,Mirage Island (South of Route 134),9999,false
mirage_spot_island_west_of_dewford_town,Mirage Island (West Of Dewford Town),9999,false
mirage_spot_island_west_of_route_104,Mirage Island (West Of Route 104),9999,false
mirage_tower_area,Mirage Tower,9999,false
mistralton_cave_area,Mistralton Cave,9999,false
monean_chamber_area,Monean Chamber,9999,false
moor_of_icirrus_area,Moor of Icirrus,9999,false
mossdeep_city_area,Mossdeep City,9999,false
mossdeep_city_stevens_house,Mossdeep City (Steven's house),9999,false
mossdeep_space_center_area,Mossdeep Space Center,9999,false
mt_coronet_1f_route_207,Mount Coronet (1F Road 207),9999,false
mt_coronet_1f_route_211,Mount Coronet (1F Road 211),9999,false
mt_coronet_1f_route_216,Mount Coronet (1F Road 216),9999,false
mt_coronet_1f_from_exterior,Mount Coronet (1F from exterior),9999,false
mt_coronet_2f,Mount Coronet (2F),9999,false
mt_coronet_3f,Mount Coronet (3F),9999,false
mt_coronet_4f_small_room,Mount Coronet (4F small room),9999,false
mt_coronet_4f,Mount Coronet (4F),9999,false
mt_coronet_5f,Mount Coronet (5F),9999,false
mt_coronet_6f,Mount Coronet (6F),9999,false
mt_coronet_b1f,Mount Coronet (B1F),9999,false
mt_coronet_exterior_blizzard,Mount Coronet (exterior blizzard),9999,false
mt_coronet_exterior_snowfall,Mount Coronet (exterior snowfall),9999,false
mt_ember_area,Mount Ember,9999,false
mt_ember_1f_cave_behind_team_rocket,"Mount Ember (1F, cave behind team rocket)",9999,false
mt_ember_b1f,Mount Ember (B1F),9999,false
mt_ember_b2f,Mount Ember (B2F),9999,false
mt_ember_b3f,Mount Ember (B3F),9999,false
mt_ember_cave,Mount Ember (cave),9999,false
mt_ember_inside,Mount Ember (inside),9999,false
mt_ember_summit,Mount Ember Summit,9999,false
mt_moon_1f,Mount Moon (1F),9999,false
mt_moon_2f,Mount Moon (2F),9999,false
mt_moon_b1f,Mount Moon (B1F),9999,false
mt_moon_b2f,Mount Moon (B2F),9999,false
mt_moon_mt_moon_square,Mount Moon Square,9999,false
mt_mortar_1f,Mount Mortar (1F),9999,false
mt_mortar_b1f,Mount Mortar (B1F),9999,false
mt_mortar_lower_cave,Mount Mortar (Lower Cave),9999,false
mt_mortar_upper_cave,Mount Mortar (Upper Cave),9999,false
mt_pyre_1f,Mount Pyre (1F),9999,false
mt_pyre_2f,Mount Pyre (2F),9999,false
mt_pyre_3f,Mount Pyre (3F),9999,false
mt_pyre_4f,Mount Pyre (4F),9999,false
mt_pyre_5f,Mount Pyre (5F),9999,false
mt_pyre_6f,Mount Pyre (6F),9999,false
mt_pyre_outside,Mount Pyre (outside),9999,false
mt_pyre_summit,Mount Pyre (summit),9999,false
mt_silver_1f_top,Mount Silver (1F top),9999,false
mt_silver_1f,Mount Silver (1F),9999,false
mt_silver_2f,Mount Silver (2F),9999,false
mt_silver_3f,Mount Silver (3F),9999,false
mt_silver_4f,Mount Silver (4F),9999,false
mt_silver_mountainside,Mount Silver (mountainside),9999,false
mt_silver_outside,Mount Silver (outside),9999,false
mt_silver_top,Mount Silver (top),9999,false
mt_battle_100f,Mt. Battle 100F,9999,false
mt_battle_10f,Mt. Battle 10F,9999,false
mt_battle_lobby,Mt. Battle Lobby,9999,false
national_park_area,National Park,9999,false
nature_sanctuary_area,Nature Sanctuary,9999,false
navel_rock_area,Navel Rock,9999,false
new_bark_town_area,New Bark Town,9999,false
new_mauville_area,New Mauville,9999,false
new_mauville_entrance,New Mauville (entrance),9999,false
onbs_2f,ONBS 2F,9999,false
onbs_3f,ONBS 3F,9999,false
onbs_4f,ONBS 4F,9999,false
onbs_roof,ONBS Roof,9999,false
pokespot_oasis,Oasis Pokespot ,9999,false
old_chateau_2f_left_room,Old Chateau (2F left room),9999,false
old_chateau_2f_leftmost_room,Old Chateau (2F leftmost room),9999,false
old_chateau_2f_middle_room,Old Chateau (2F middle room),9999,false
old_chateau_2f_private_room,Old Chateau (2F private room),9999,false
old_chateau_2f_right_room,Old Chateau (2F right room),9999,false
old_chateau_2f_rightmost_room,Old Chateau (2F rightmost room),9999,false
old_chateau_2f,Old Chateau (2F),9999,false
old_chateau_dining_room,Old Chateau (dining room),9999,false
old_chateau_entrance,Old Chateau (entrance),9999,false
olivine_city_area,Olivine City,9999,false
one_island_area,One Island,9999,false
oreburgh_gate_1f,Oreburgh Gate (1F),9999,false
oreburgh_gate_b1f,Oreburgh Gate (B1F),9999,false
oreburgh_mine_1f,Oreburgh mine (1F),9999,false
oreburgh_mine_b1f,Oreburgh mine (B1F),9999,false
outcast_island_area,Outcast Island,9999,false
outskirt_stand_inside,Outskirt Stand (Inside),9999,false
outskirt_stand_outside,Outskirt Stand (Outside),9999,false
p2_laboratory_area,P2 Laboratory,9999,false
pacifidlog_town_area,Pacifidlog Town,9999,false
pallet_town_area,Pallet Town,9999,false
parfum_palace_area,Parfum Palace,9999,false
pastoria_city_area,Pastoria City,9999,false
pattern_bush_area,Pattern Bush,9999,false
petalburg_city_area,Petalburg City,9999,false
petalburg_woods_area,Petalburg Woods,9999,false
phenac_city_card_e_room,Phenac City (Card E Room),9999,false
phenac_city_east_exit,Phenac City (East Exit),9999,false
phenac_city_mayors_house,Phenac City (Mayor's House),9999,false
phenac_city_south_exit,Phenac City (South Exit),9999,false
phenac_city_west_exit,Phenac City (West Exit),9999,false
phenac_city_prestige_precept_center,Phenac City Prestige Precept Center,9999,false
phenac_city_stadium,Phenac City Stadium,9999,false
phenac_city_stadium_outside,Phenac City Stadium (Outside),9999,false
pinwheel_forest_inside,Pinwheel Forest (inside),9999,false
pinwheel_forest_outside,Pinwheel Forest (outside),9999,false
cianwood_city_pokemon_center,Pokemon Center (Cianwood City),9999,false
kanto_route_3_pokemon_center,Pokemon Center (Road 3),9999,false
kanto_route_4_pokemon_center,Pokemon Center (Road 4),9999,false
pokemon_hq_lab_area,Pokemon HQ Lab ,9999,false
pokemon_hq_lab_outside,Pokemon HQ Lab (Outside),9999,false
pokemon_mansion_1f,Pokemon Mansion (1F),9999,false
pokemon_mansion_2f,Pokemon Mansion (2F),9999,false
pokemon_mansion_3f,Pokemon Mansion (3F),9999,false
pokemon_mansion_b1f,Pokemon Mansion (B1F),9999,false
pokemon_tower_3f,Pokemon Tower (3F),9999,false
pokemon_tower_4f,Pokemon Tower (4F),9999,false
pokemon_tower_5f,Pokemon Tower (5F),9999,false
pokemon_tower_6f,Pokemon Tower (6F),9999,false
pokemon_tower_7f,Pokemon Tower (7F),9999,false
pokemon_village_area,Pokemon Village,9999,false
poke_pelago,Poké Pelago,9999,false
power_plant_area,Power Plant,9999,false
pyrite_bldg_1f,Pyrite Bldg 1F,9999,false
pyrite_bldg_4f,Pyrite Bldg 4F,9999,false
pyrite_cave_mirors_hideout,Pyrite Cave (Miror's Hideout),9999,false
pyrite_cave_outside,Pyrite Cave (Outside),9999,false
pyrite_cave_south_sewers,Pyrite Cave (South Sewers),9999,false
pyrite_cave_bf1,Pyrite Cave B1F,9999,false
pyrite_cave_bf1_post_sewers,Pyrite Cave B1F (Post Sewers),9999,false
pyrite_town_duel_square,Pyrite Town (Duel Square),9999,false
pyrite_town_dukings_house,Pyrite Town (Duking's House),9999,false
pyrite_town_entrance,Pyrite Town (Entrance),9999,false
pyrite_town_colosseum,Pyrite Town Colosseum,9999,false
ravaged_path_area,Ravaged Path,9999,false
realgam_tower_area,Realgam Tower,9999,false
realgam_tower_colosseum,Realgam Tower Colosseum,9999,false
reflection_cave_unknown_area_305,Reflection Cave (unknown area 305),9999,false
reflection_cave_unknown_area_306,Reflection Cave (unknown area 306),9999,false
reflection_cave_unknown_area_307,Reflection Cave (unknown area 307),9999,false
reflection_cave_unknown_area_308,Reflection Cave (unknown area 308),9999,false
relic_castle_a,Relic Castle (A),9999,false
relic_castle_c,Relic Castle (C),9999,false
relic_castle_d,Relic Castle (D),9999,false
relic_passage_castelia_sewers_entrance,Relic Tunnel (Castelia Sewers entrance),9999,false
relic_passage_pwt_entrance,Relic Tunnel (PWT entrance),9999,false
relic_passage_relic_castle_entrance,Relic Tunnel (Relic Castle entrance),9999,false
resort_area_area,Resort Area,9999,false
resort_gorgeous_area,Resort Gorgeous,9999,false
reversal_mountain_unknown_area_48,Reversal Mountain (unknown area 48),9999,false
reversal_mountain_unknown_area_49,Reversal Mountain (unknown area 49),9999,false
reversal_mountain_unknown_area_50,Reversal Mountain (unknown area 50),9999,false
reversal_mountain_unknown_area_51,Reversal Mountain (unknown area 51),9999,false
reversal_mountain_unknown_area_52,Reversal Mountain (unknown area 52),9999,false
reversal_mountain_unknown_area_53,Reversal Mountain (unknown area 53),9999,false
reversal_mountain_unknown_area_54,Reversal Mountain (unknown area 54),9999,false
reversal_mountain_unknown_area_55,Reversal Mountain (unknown area 55),9999,false
reversal_mountain_unknown_area_56,Reversal Mountain (unknown area 56),9999,false
reversal_mountain_unknown_area_57,Reversal Mountain (unknown area 57),9999,false
reversal_mountain_unknown_area_58,Reversal Mountain (unknown area 58),9999,false
reversal_mountain_unknown_area_59,Reversal Mountain (unknown area 59),9999,false
reversal_mountain_unknown_area_60,Reversal Mountain (unknown area 60),9999,false
rixy_chamber_area,Rixy Chamber,9999,false
kanto_route_1_area,Road 1,9999,false
unova_route_1_area,Road 1,9999,false
kanto_route_10_area,Road 10,9999,false
kalos_route_10_area,Road 10,9999,false
hoenn_route_101_area,Road 101,9999,false
hoenn_route_102_area,Road 102,9999,false
hoenn_route_103_area,Road 103,9999,false
hoenn_route_104_area,Road 104,9999,false
hoenn_route_105_area,Road 105,9999,false
hoenn_route_106_area,Road 106,9999,false
hoenn_route_107_area,Road 107,9999,false
hoenn_route_108_area,Road 108,9999,false
hoenn_route_109_area,Road 109,9999,false
kanto_route_11_area,Road 11,9999,false
kalos_route_11_area,Road 11,9999,false
unova_route_11_area,Road 11,9999,false
hoenn_route_110_area,Road 110,9999,false
hoenn_route_111_area,Road 111,9999,false
hoenn_route_112_area,Road 112,9999,false
hoenn_route_113_area,Road 113,9999,false
hoenn_route_114_area,Road 114,9999,false
hoenn_route_115_area,Road 115,9999,false
hoenn_route_116_area,Road 116,9999,false
hoenn_route_117_area,Road 117,9999,false
hoenn_route_118_area,Road 118,9999,false
hoenn_route_119_area,Road 119,9999,false
kanto_route_12_area,Road 12,9999,false
unova_route_12_area,Road 12,9999,false
kalos_route_12_area,Road 12,9999,false
hoenn_route_120_area,Road 120,9999,false
hoenn_route_121_area,Road 121,9999,false
hoenn_route_122_area,Road 122,9999,false
hoenn_route_123_area,Road 123,9999,false
hoenn_route_124_area,Road 124,9999,false
hoenn_route_124_underwater,Road 124 (underwater),9999,false
hoenn_route_125_area,Road 125,9999,false
hoenn_route_126_area,Road 126,9999,false
hoenn_route_126_underwater,Road 126 (underwater),9999,false
hoenn_route_127_area,Road 127,9999,false
hoenn_route_128_area,Road 128,9999,false
hoenn_route_129_area,Road 129,9999,false
kanto_route_13_area,Road 13,9999,false
unova_route_13_area,Road 13,9999,false
kalos_route_13_area,Road 13,9999,false
hoenn_route_130_area,Road 130,9999,false
hoenn_route_131_area,Road 131,9999,false
hoenn_route_132_area,Road 132,9999,false
hoenn_route_133_area,Road 133,9999,false
hoenn_route_134_area,Road 134,9999,false
kanto_route_14_area,Road 14,9999,false
kalos_route_14_area,Road 14,9999,false
unova_route_14_area,Road 14,9999,false
kanto_route_15_area,Road 15,9999,false
unova_route_15_area,Road 15,9999,false
kalos_route_15_area,Road 15,9999,false
kanto_route_16_area,Road 16,9999,false
kalos_route_16_area,Road 16,9999,false
kanto_route_17_area,Road 17,9999,false
unova_route_17_area,Road 17,9999,false
kalos_route_17_area,Road 17,9999,false
kanto_route_18_area,Road 18,9999,false
kalos_route_18_area,Road 18,9999,false
unova_route_18_area,Road 18,9999,false
kanto_sea_route_19_area,Road 19,9999,false
kalos_route_19_area,Road 19,9999,false
unova_route_19_area,Road 19,9999,false
kalos_route_2_area,Road 2,9999,false
unova_route_2_area,Road 2,9999,false
kanto_route_2_north_towards_pewter_city,"Road 2 (north, towards Pewter City)",9999,false
kanto_route_2_south_towards_viridian_city,"Road 2 (south, towards Viridian City)",9999,false
kanto_sea_route_20_area,Road 20,9999,false
kalos_route_20_area,Road 20,9999,false
unova_route_20_area,Road 20,9999,false
sinnoh_route_201_area,Road 201,9999,false
sinnoh_route_202_area,Road 202,9999,false
sinnoh_route_203_area,Road 203,9999,false
sinnoh_route_204_north_towards_floaroma_town,"Road 204 (north, towards Floaroma Town)",9999,false
sinnoh_route_204_south_towards_jubilife_city,"Road 204 (south, towards Jubilife City)",9999,false
sinnoh_route_205_east_towards_eterna_city,"Road 205 (east, towards Eterna City)",9999,false
sinnoh_route_205_south_towards_floaroma_town,"Road 205 (south, towards Floaroma Town)",9999,false
sinnoh_route_206_area,Road 206,9999,false
sinnoh_route_207_area,Road 207,9999,false
sinnoh_route_208_area,Road 208,9999,false
sinnoh_route_209_area,Road 209,9999,false
kanto_sea_route_21_area,Road 21,9999,false
kalos_route_21_area,Road 21,9999,false
unova_route_21_area,Road 21,9999,false
sinnoh_route_210_south_towards_solaceon_town,"Road 210 (south, towards Solaceon Town)",9999,false
sinnoh_route_210_west_towards_celestic_town,"Road 210 (west, towards Celestic Town)",9999,false
sinnoh_route_211_east_towards_celestic_town,"Road 211 (east, towards Celestic Town)",9999,false
sinnoh_route_211_west_towards_eterna_city,"Road 211 (west, towards Eterna City)",9999,false
sinnoh_route_212_east_towards_pastoria_city,"Road 212 (east, towards Pastoria City)",9999,false
sinnoh_route_212_north_towards_hearthome_city,"Road 212 (north, towards Hearthome City)",9999,false
sinnoh_route_213_area,Road 213,9999,false
sinnoh_route_214_area,Road 214,9999,false
sinnoh_route_215_area,Road 215,9999,false
sinnoh_route_216_area,Road 216,9999,false
sinnoh_route_217_area,Road 217,9999,false
sinnoh_route_218_area,Road 218,9999,false
sinnoh_route_219_area,Road 219,9999,false
kanto_route_22_area,Road 22,9999,false
kalos_route_22_area,Road 22,9999,false
unova_route_22_area,Road 22,9999,false
sinnoh_sea_route_220_area,Road 220,9999,false
sinnoh_route_221_area,Road 221,9999,false
sinnoh_route_222_area,Road 222,9999,false
sinnoh_sea_route_223_area,Road 223,9999,false
sinnoh_route_224_area,Road 224,9999,false
sinnoh_route_225_area,Road 225,9999,false
sinnoh_sea_route_226_area,Road 226,9999,false
sinnoh_route_227_area,Road 227,9999,false
sinnoh_route_228_area,Road 228,9999,false
sinnoh_route_229_area,Road 229,9999,false
