pokemon_id,sort_order,kind,move
5,140,machine,hidden power
5,130,machine,iron tail
5,210,machine,overheat
5,90,machine,protect
5,80,machine,rest
5,110,machine,return
5,160,machine,rock smash
5,200,machine,secret power
5,30,machine,strength
5,150,machine,sunny day
5,50,machine,toxic
6,270,machine,aerial ace
6,150,machine,attract
6,240,machine,brick break
6,10,machine,cut
6,80,machine,dig
6,100,machine,double team
6,280,machine,dragon claw
6,70,machine,earthquake
6,220,machine,facade
6,110,machine,fire blast
6,40,machine,flamethrower
6,20,machine,fly
6,230,machine,focus punch
6,170,machine,frustration
6,190,machine,hidden power
6,50,machine,hyper beam
6,180,machine,iron tail
6,260,machine,overheat
6,130,machine,protect
6,120,machine,rest
6,160,machine,return
6,30,machine,roar
6,210,machine,rock smash
6,250,machine,secret power
6,140,machine,steel wing
6,60,machine,strength
6,200,machine,sunny day
6,90,machine,toxic
7,110,machine,attract
7,30,machine,blizzard
7,210,machine,brick break
7,50,machine,dig
7,230,machine,dive
7,70,machine,double team
7,190,machine,facade
7,200,machine,focus punch
7,130,machine,frustration
7,180,machine,hail
7,150,machine,hidden power
7,20,machine,ice beam
7,140,machine,iron tail
7,100,machine,protect
7,160,machine,rain dance
7,90,machine,rest
7,120,machine,return
7,170,machine,rock smash
7,220,machine,secret power
7,40,machine,strength
7,10,machine,surf
7,60,machine,toxic
7,240,machine,water pulse
7,80,machine,waterfall
8,110,machine,attract
8,30,machine,blizzard
8,210,machine,brick break
8,50,machine,dig
8,230,machine,dive
8,70,machine,double team
8,190,machine,facade
8,200,machine,focus punch
8,130,machine,frustration
8,180,machine,hail
8,150,machine,hidden power
8,20,machine,ice beam
8,140,machine,iron tail
8,100,machine,protect
8,160,machine,rain dance
8,90,machine,rest
8,120,machine,return
8,170,machine,rock smash
8,220,machine,secret power
8,40,machine,strength
8,10,machine,surf
8,60,machine,toxic
8,240,machine,water pulse
8,80,machine,waterfall
9,140,machine,attract
9,40,machine,blizzard
9,240,machine,brick break
9,80,machine,dig
9,260,machine,dive
9,100,machine,double team
9,70,machine,earthquake
9,220,machine,facade
9,230,machine,focus punch
9,160,machine,frustration
9,210,machine,hail
9,180,machine,hidden power
9,50,machine,hyper beam
9,30,machine,ice beam
9,170,machine,iron tail
9,130,machine,protect
9,190,machine,rain dance
9,120,machine,rest
9,150,machine,return
9,10,machine,roar
9,200,machine,rock smash
9,250,machine,secret power
9,60,machine,strength
9,20,machine,surf
9,90,machine,toxic
9,270,machine,water pulse
9,110,machine,waterfall
12,220,machine,aerial ace
12,110,machine,attract
12,50,machine,double team
12,190,machine,facade
12,60,machine,flash
12,130,machine,frustration
12,100,machine,giga drain
12,150,machine,hidden power
12,10,machine,hyper beam
12,90,machine,protect
12,40,machine,psychic
12,160,machine,rain dance
12,70,machine,rest
12,120,machine,return
12,140,machine,safeguard
12,210,machine,secret power
12,180,machine,shadow ball
12,200,machine,skill swap
12,20,machine,solar beam
12,170,machine,sunny day
12,80,machine,thief
12,30,machine,toxic
15,200,machine,aerial ace
15,110,machine,attract
15,180,machine,brick break
15,10,machine,cut
15,50,machine,double team
15,170,machine,facade
15,130,machine,frustration
15,100,machine,giga drain
15,140,machine,hidden power
15,20,machine,hyper beam
15,80,machine,protect
15,60,machine,rest
15,120,machine,return
15,160,machine,rock smash
15,190,machine,secret power
15,90,machine,sludge bomb
15,30,machine,solar beam
15,150,machine,sunny day
15,70,machine,thief
15,40,machine,toxic
16,160,machine,aerial ace
16,80,machine,attract
16,30,machine,double team
16,140,machine,facade
16,10,machine,fly
16,100,machine,frustration
16,110,machine,hidden power
16,60,machine,protect
16,120,machine,rain dance
16,40,machine,rest
16,90,machine,return
16,150,machine,secret power
16,70,machine,steel wing
16,130,machine,sunny day
16,50,machine,thief
16,20,machine,toxic
17,160,machine,aerial ace
17,80,machine,attract
17,30,machine,double team
17,140,machine,facade
17,10,machine,fly
17,100,machine,frustration
17,110,machine,hidden power
17,60,machine,protect
17,120,machine,rain dance
17,40,machine,rest
17,90,machine,return
17,150,machine,secret power
17,70,machine,steel wing
17,130,machine,sunny day
17,50,machine,thief
17,20,machine,toxic
18,170,machine,aerial ace
18,90,machine,attract
18,40,machine,double team
18,150,machine,facade
18,10,machine,fly
18,110,machine,frustration
18,120,machine,hidden power
18,20,machine,hyper beam
18,70,machine,protect
18,130,machine,rain dance
18,50,machine,rest
18,100,machine,return
18,160,machine,secret power
18,80,machine,steel wing
18,140,machine,sunny day
18,60,machine,thief
18,30,machine,toxic
19,120,machine,attract
19,30,machine,blizzard
19,10,machine,cut
19,60,machine,dig
19,80,machine,double team
19,210,machine,facade
19,140,machine,frustration
19,160,machine,hidden power
19,20,machine,ice beam
19,150,machine,iron tail
19,110,machine,protect
19,170,machine,rain dance
19,90,machine,rest
19,130,machine,return
19,200,machine,rock smash
19,230,machine,secret power
19,190,machine,shadow ball
19,240,machine,shock wave
19,180,machine,sunny day
19,220,machine,taunt
19,100,machine,thief
19,50,machine,thunder
19,40,machine,thunderbolt
19,70,machine,toxic
20,150,machine,attract
20,40,machine,blizzard
20,10,machine,cut
20,90,machine,dig
20,110,machine,double team
20,240,machine,facade
20,170,machine,frustration
20,190,machine,hidden power
20,50,machine,hyper beam
20,30,machine,ice beam
20,180,machine,iron tail
20,140,machine,protect
20,200,machine,rain dance
20,120,machine,rest
20,160,machine,return
20,20,machine,roar
20,230,machine,rock smash
20,260,machine,secret power
20,220,machine,shadow ball
20,270,machine,shock wave
20,60,machine,strength
20,210,machine,sunny day
20,250,machine,taunt
20,130,machine,thief
20,80,machine,thunder
20,70,machine,thunderbolt
20,100,machine,toxic
21,160,machine,aerial ace
21,80,machine,attract
21,30,machine,double team
21,140,machine,facade
21,10,machine,fly
21,100,machine,frustration
21,110,machine,hidden power
21,60,machine,protect
21,120,machine,rain dance
21,40,machine,rest
21,90,machine,return
21,150,machine,secret power
21,70,machine,steel wing
21,130,machine,sunny day
21,50,machine,thief
21,20,machine,toxic
22,170,machine,aerial ace
22,90,machine,attract
22,40,machine,double team
22,150,machine,facade
22,10,machine,fly
22,110,machine,frustration
22,120,machine,hidden power
22,20,machine,hyper beam
22,70,machine,protect
22,130,machine,rain dance
22,50,machine,rest
22,100,machine,return
22,160,machine,secret power
22,80,machine,steel wing
22,140,machine,sunny day
22,60,machine,thief
22,30,machine,toxic
23,110,machine,attract
23,30,machine,dig
23,50,machine,double team
23,20,machine,earthquake
23,190,machine,facade
23,130,machine,frustration
23,100,machine,giga drain
23,150,machine,hidden power
23,140,machine,iron tail
23,80,machine,protect
23,160,machine,rain dance
23,60,machine,rest
23,120,machine,return
23,210,machine,secret power
23,90,machine,sludge bomb
23,200,machine,snatch
23,10,machine,strength
23,170,machine,sunny day
23,70,machine,thief
23,180,machine,torment
23,40,machine,toxic
24,120,machine,attract
24,40,machine,dig
24,60,machine,double team
24,30,machine,earthquake
24,200,machine,facade
24,140,machine,frustration
24,110,machine,giga drain
24,160,machine,hidden power
24,10,machine,hyper beam
24,150,machine,iron tail
24,90,machine,protect
24,170,machine,rain dance
24,70,machine,rest
24,130,machine,return
24,220,machine,secret power
24,100,machine,sludge bomb
24,210,machine,snatch
24,20,machine,strength
24,180,machine,sunny day
24,80,machine,thief
24,190,machine,torment
24,50,machine,toxic
25,110,machine,attract
25,200,machine,brick break
25,40,machine,dig
25,60,machine,double team
25,180,machine,facade
25,80,machine,flash
25,190,machine,focus punch
25,130,machine,frustration
25,150,machine,hidden power
25,140,machine,iron tail
25,70,machine,light screen
25,100,machine,protect
25,160,machine,rain dance
25,90,machine,rest
25,120,machine,return
25,170,machine,rock smash
25,210,machine,secret power
25,220,machine,shock wave
25,10,machine,strength
25,30,machine,thunder
25,20,machine,thunderbolt
25,50,machine,toxic
26,130,machine,attract
26,220,machine,brick break
26,50,machine,dig
26,70,machine,double team
26,200,machine,facade
26,90,machine,flash
26,210,machine,focus punch
26,150,machine,frustration
26,170,machine,hidden power
26,10,machine,hyper beam
26,160,machine,iron tail
26,80,machine,light screen
26,120,machine,protect
26,180,machine,rain dance
26,100,machine,rest
26,140,machine,return
26,190,machine,rock smash
26,230,machine,secret power
26,240,machine,shock wave
26,20,machine,strength
26,110,machine,thief
26,40,machine,thunder
26,30,machine,thunderbolt
26,60,machine,toxic
27,230,machine,aerial ace
27,110,machine,attract
27,200,machine,brick break
27,10,machine,cut
27,40,machine,dig
27,60,machine,double team
27,30,machine,earthquake
27,180,machine,facade
27,190,machine,focus punch
27,130,machine,frustration
27,150,machine,hidden power
27,140,machine,iron tail
27,90,machine,protect
27,70,machine,rest
27,120,machine,return
27,170,machine,rock smash
27,220,machine,rock tomb
27,100,machine,sandstorm
27,210,machine,secret power
27,20,machine,strength
27,160,machine,sunny day
27,80,machine,thief
27,50,machine,toxic
28,240,machine,aerial ace
28,120,machine,attract
28,210,machine,brick break
28,10,machine,cut
28,50,machine,dig
28,70,machine,double team
28,40,machine,earthquake
28,190,machine,facade
28,200,machine,focus punch
28,140,machine,frustration
28,160,machine,hidden power
28,20,machine,hyper beam
28,150,machine,iron tail
28,100,machine,protect
28,80,machine,rest
28,130,machine,return
28,180,machine,rock smash
28,230,machine,rock tomb
28,110,machine,sandstorm
28,220,machine,secret power
28,30,machine,strength
28,170,machine,sunny day
28,90,machine,thief
28,60,machine,toxic
29,240,machine,aerial ace
29,140,machine,attract
29,30,machine,blizzard
29,10,machine,cut
29,70,machine,dig
29,90,machine,double team
29,220,machine,facade
29,160,machine,frustration
29,180,machine,hidden power
29,20,machine,ice beam
29,170,machine,iron tail
29,120,machine,protect
29,190,machine,rain dance
29,100,machine,rest
29,150,machine,return
29,210,machine,rock smash
29,230,machine,secret power
29,250,machine,shock wave
29,130,machine,sludge bomb
29,40,machine,strength
29,200,machine,sunny day
29,110,machine,thief
29,60,machine,thunder
29,50,machine,thunderbolt
29,80,machine,toxic
29,260,machine,water pulse
30,240,machine,aerial ace
30,140,machine,attract
30,30,machine,blizzard
30,10,machine,cut
30,70,machine,dig
30,90,machine,double team
30,220,machine,facade
30,160,machine,frustration
30,180,machine,hidden power
30,20,machine,ice beam
30,170,machine,iron tail
30,120,machine,protect
30,190,machine,rain dance
30,100,machine,rest
30,150,machine,return
30,210,machine,rock smash
30,230,machine,secret power
30,250,machine,shock wave
30,130,machine,sludge bomb
30,40,machine,strength
30,200,machine,sunny day
30,110,machine,thief
30,60,machine,thunder
30,50,machine,thunderbolt
30,80,machine,toxic
30,260,machine,water pulse
31,370,machine,aerial ace
31,210,machine,attract
31,60,machine,blizzard
31,340,machine,brick break
31,10,machine,cut
31,120,machine,dig
31,140,machine,double team
31,110,machine,earthquake
31,310,machine,facade
31,150,machine,fire blast
31,30,machine,flamethrower
31,320,machine,focus punch
31,230,machine,frustration
31,250,machine,hidden power
31,70,machine,hyper beam
31,50,machine,ice beam
31,240,machine,iron tail
31,180,machine,protect
31,260,machine,rain dance
31,160,machine,rest
31,220,machine,return
31,20,machine,roar
31,290,machine,rock smash
31,360,machine,rock tomb
31,200,machine,sandstorm
31,350,machine,secret power
31,280,machine,shadow ball
31,380,machine,shock wave
31,190,machine,sludge bomb
31,80,machine,strength
31,270,machine,sunny day
31,40,machine,surf
31,330,machine,taunt
31,170,machine,thief
31,100,machine,thunder
31,90,machine,thunderbolt
31,300,machine,torment
31,130,machine,toxic
31,390,machine,water pulse
32,140,machine,attract
32,30,machine,blizzard
32,10,machine,cut
32,70,machine,dig
32,90,machine,double team
32,220,machine,facade
32,160,machine,frustration
32,180,machine,hidden power
32,20,machine,ice beam
32,170,machine,iron tail
32,120,machine,protect
32,190,machine,rain dance
32,100,machine,rest
32,150,machine,return
32,210,machine,rock smash
32,230,machine,secret power
32,240,machine,shock wave
32,130,machine,sludge bomb
32,40,machine,strength
32,200,machine,sunny day
32,110,machine,thief
32,60,machine,thunder
32,50,machine,thunderbolt
32,80,machine,toxic
32,250,machine,water pulse
33,140,machine,attract
33,30,machine,blizzard
33,10,machine,cut
33,70,machine,dig
33,90,machine,double team
33,220,machine,facade
33,160,machine,frustration
33,180,machine,hidden power
33,20,machine,ice beam
33,170,machine,iron tail
33,120,machine,protect
33,190,machine,rain dance
33,100,machine,rest
33,150,machine,return
33,210,machine,rock smash
33,230,machine,secret power
33,240,machine,shock wave
33,130,machine,sludge bomb
33,40,machine,strength
33,200,machine,sunny day
33,110,machine,thief
33,60,machine,thunder
33,50,machine,thunderbolt
33,80,machine,toxic
33,250,machine,water pulse
34,210,machine,attract
34,60,machine,blizzard
34,340,machine,brick break
34,10,machine,cut
34,120,machine,dig
34,140,machine,double team
34,110,machine,earthquake
34,310,machine,facade
34,150,machine,fire blast
34,30,machine,flamethrower
34,320,machine,focus punch
34,230,machine,frustration
34,250,machine,hidden power
34,70,machine,hyper beam
34,50,machine,ice beam
34,240,machine,iron tail
34,180,machine,protect
34,260,machine,rain dance
34,160,machine,rest
34,220,machine,return
34,20,machine,roar
34,290,machine,rock smash
34,360,machine,rock tomb
34,200,machine,sandstorm
34,350,machine,secret power
34,280,machine,shadow ball
34,370,machine,shock wave
34,190,machine,sludge bomb
34,80,machine,strength
34,270,machine,sunny day
34,40,machine,surf
34,330,machine,taunt
34,170,machine,thief
34,100,machine,thunder
34,90,machine,thunderbolt
34,300,machine,torment
34,130,machine,toxic
34,380,machine,water pulse
35,180,machine,attract
35,30,machine,blizzard
35,290,machine,brick break
35,320,machine,calm mind
35,80,machine,dig
35,110,machine,double team
35,270,machine,facade
35,140,machine,fire blast
35,10,machine,flamethrower
35,150,machine,flash
35,280,machine,focus punch
35,200,machine,frustration
35,230,machine,hidden power
35,20,machine,ice beam
35,220,machine,iron tail
35,120,machine,light screen
35,170,machine,protect
35,100,machine,psychic
35,240,machine,rain dance
35,130,machine,reflect
35,160,machine,rest
35,190,machine,return
35,210,machine,safeguard
35,310,machine,secret power
35,260,machine,shadow ball
35,330,machine,shock wave
35,300,machine,snatch
35,50,machine,solar beam
35,40,machine,strength
35,250,machine,sunny day
35,70,machine,thunder
35,60,machine,thunderbolt
35,90,machine,toxic
35,340,machine,water pulse
36,190,machine,attract
36,30,machine,blizzard
36,300,machine,brick break
36,330,machine,calm mind
36,90,machine,dig
36,120,machine,double team
36,280,machine,facade
36,150,machine,fire blast
36,10,machine,flamethrower
36,160,machine,flash
36,290,machine,focus punch
36,210,machine,frustration
36,240,machine,hidden power
36,40,machine,hyper beam
36,20,machine,ice beam
36,230,machine,iron tail
36,130,machine,light screen
36,180,machine,protect
36,110,machine,psychic
36,250,machine,rain dance
36,140,machine,reflect
36,170,machine,rest
36,200,machine,return
36,220,machine,safeguard
36,320,machine,secret power
36,270,machine,shadow ball
36,340,machine,shock wave
36,310,machine,snatch
36,60,machine,solar beam
36,50,machine,strength
36,260,machine,sunny day
36,80,machine,thunder
36,70,machine,thunderbolt
36,100,machine,toxic
36,350,machine,water pulse
37,90,machine,attract
37,30,machine,dig
37,50,machine,double team
37,160,machine,facade
37,60,machine,fire blast
37,20,machine,flamethrower
37,110,machine,frustration
37,140,machine,hidden power
37,130,machine,iron tail
37,180,machine,overheat
37,80,machine,protect
37,70,machine,rest
37,100,machine,return
37,10,machine,roar
37,120,machine,safeguard
37,170,machine,secret power
37,150,machine,sunny day
37,40,machine,toxic
38,100,machine,attract
38,40,machine,dig
38,60,machine,double team
38,170,machine,facade
38,70,machine,fire blast
38,20,machine,flamethrower
38,120,machine,frustration
38,150,machine,hidden power
38,30,machine,hyper beam
38,140,machine,iron tail
38,190,machine,overheat
38,90,machine,protect
38,80,machine,rest
38,110,machine,return
38,10,machine,roar
38,130,machine,safeguard
38,180,machine,secret power
38,160,machine,sunny day
38,50,machine,toxic
39,180,machine,attract
39,30,machine,blizzard
39,280,machine,brick break
39,80,machine,dig
39,110,machine,double team
39,260,machine,facade
39,140,machine,fire blast
39,10,machine,flamethrower
39,150,machine,flash
39,270,machine,focus punch
39,200,machine,frustration
39,220,machine,hidden power
39,20,machine,ice beam
39,120,machine,light screen
39,170,machine,protect
39,100,machine,psychic
39,230,machine,rain dance
39,130,machine,reflect
39,160,machine,rest
39,190,machine,return
39,210,machine,safeguard
39,300,machine,secret power
39,250,machine,shadow ball
39,310,machine,shock wave
39,290,machine,snatch
39,50,machine,solar beam
39,40,machine,strength
39,240,machine,sunny day
39,70,machine,thunder
39,60,machine,thunderbolt
39,90,machine,toxic
39,320,machine,water pulse
40,190,machine,attract
40,30,machine,blizzard
40,290,machine,brick break
40,90,machine,dig
40,120,machine,double team
40,270,machine,facade
40,150,machine,fire blast
40,10,machine,flamethrower
40,160,machine,flash
40,280,machine,focus punch
40,210,machine,frustration
40,230,machine,hidden power
40,40,machine,hyper beam
40,20,machine,ice beam
40,130,machine,light screen
40,180,machine,protect
40,110,machine,psychic
40,240,machine,rain dance
40,140,machine,reflect
40,170,machine,rest
40,200,machine,return
40,220,machine,safeguard
40,310,machine,secret power
40,260,machine,shadow ball
40,320,machine,shock wave
40,300,machine,snatch
40,60,machine,solar beam
40,50,machine,strength
40,250,machine,sunny day
40,80,machine,thunder
40,70,machine,thunderbolt
40,100,machine,toxic
40,330,machine,water pulse
41,210,machine,aerial ace
41,90,machine,attract
41,20,machine,double team
41,170,machine,facade
41,110,machine,frustration
41,70,machine,giga drain
41,120,machine,hidden power
41,50,machine,protect
41,130,machine,rain dance
41,30,machine,rest
41,100,machine,return
41,200,machine,secret power
41,150,machine,shadow ball
41,60,machine,sludge bomb
41,190,machine,snatch
41,80,machine,steel wing
41,140,machine,sunny day
41,180,machine,taunt
41,40,machine,thief
41,160,machine,torment
41,10,machine,toxic
42,220,machine,aerial ace
42,100,machine,attract
42,30,machine,double team
42,180,machine,facade
42,120,machine,frustration
42,80,machine,giga drain
42,130,machine,hidden power
42,10,machine,hyper beam
42,60,machine,protect
42,140,machine,rain dance
42,40,machine,rest
42,110,machine,return
42,210,machine,secret power
42,160,machine,shadow ball
42,70,machine,sludge bomb
42,200,machine,snatch
42,90,machine,steel wing
42,150,machine,sunny day
42,190,machine,taunt
42,50,machine,thief
42,170,machine,torment
42,20,machine,toxic
43,100,machine,attract
43,170,machine,bullet seed
43,10,machine,cut
43,40,machine,double team
43,150,machine,facade
43,50,machine,flash
43,120,machine,frustration
43,90,machine,giga drain
43,130,machine,hidden power
43,70,machine,protect
43,60,machine,rest
43,110,machine,return
43,160,machine,secret power
43,80,machine,sludge bomb
43,20,machine,solar beam
43,140,machine,sunny day
43,30,machine,toxic
44,100,machine,attract
44,170,machine,bullet seed
44,10,machine,cut
44,40,machine,double team
44,150,machine,facade
44,50,machine,flash
44,120,machine,frustration
44,90,machine,giga drain
44,130,machine,hidden power
44,70,machine,protect
44,60,machine,rest
44,110,machine,return
44,160,machine,secret power
44,80,machine,sludge bomb
44,20,machine,solar beam
44,140,machine,sunny day
44,30,machine,toxic
45,110,machine,attract
45,180,machine,bullet seed
45,10,machine,cut
45,50,machine,double team
45,160,machine,facade
45,60,machine,flash
45,130,machine,frustration
45,100,machine,giga drain
45,140,machine,hidden power
45,20,machine,hyper beam
45,80,machine,protect
45,70,machine,rest
45,120,machine,return
45,170,machine,secret power
45,90,machine,sludge bomb
45,30,machine,solar beam
45,150,machine,sunny day
45,40,machine,toxic
46,210,machine,aerial ace
46,120,machine,attract
46,200,machine,bullet seed
46,10,machine,cut
46,30,machine,dig
46,50,machine,double team
46,180,machine,facade
46,60,machine,flash
46,140,machine,frustration
46,110,machine,giga drain
46,150,machine,hidden power
46,90,machine,protect
46,70,machine,rest
46,130,machine,return
46,170,machine,rock smash
46,190,machine,secret power
46,100,machine,sludge bomb
46,20,machine,solar beam
46,160,machine,sunny day
46,80,machine,thief
46,40,machine,toxic
47,220,machine,aerial ace
47,130,machine,attract
47,210,machine,bullet seed
47,10,machine,cut
47,40,machine,dig
47,60,machine,double team
47,190,machine,facade
47,70,machine,flash
47,150,machine,frustration
47,120,machine,giga drain
47,160,machine,hidden power
47,20,machine,hyper beam
47,100,machine,protect
47,80,machine,rest
47,140,machine,return
47,180,machine,rock smash
47,200,machine,secret power
47,110,machine,sludge bomb
47,30,machine,solar beam
47,170,machine,sunny day
47,90,machine,thief
47,50,machine,toxic
48,110,machine,attract
48,40,machine,double team
48,160,machine,facade
48,50,machine,flash
48,130,machine,frustration
48,100,machine,giga drain
48,140,machine,hidden power
48,80,machine,protect
48,30,machine,psychic
48,60,machine,rest
48,120,machine,return
48,180,machine,secret power
48,170,machine,skill swap
48,90,machine,sludge bomb
48,10,machine,solar beam
48,150,machine,sunny day
48,70,machine,thief
48,20,machine,toxic
49,200,machine,aerial ace
49,120,machine,attract
49,50,machine,double team
49,170,machine,facade
49,60,machine,flash
49,140,machine,frustration
49,110,machine,giga drain
49,150,machine,hidden power
49,10,machine,hyper beam
49,90,machine,protect
49,40,machine,psychic
49,70,machine,rest
49,130,machine,return
49,190,machine,secret power
49,180,machine,skill swap
49,100,machine,sludge bomb
49,20,machine,solar beam
49,160,machine,sunny day
49,80,machine,thief
49,30,machine,toxic
50,190,machine,aerial ace
50,100,machine,attract
50,10,machine,cut
50,30,machine,dig
50,50,machine,double team
50,20,machine,earthquake
50,160,machine,facade
50,120,machine,frustration
50,130,machine,hidden power
50,80,machine,protect
50,60,machine,rest
50,110,machine,return
50,150,machine,rock smash
50,180,machine,rock tomb
50,170,machine,secret power
50,90,machine,sludge bomb
50,140,machine,sunny day
50,70,machine,thief
50,40,machine,toxic
51,200,machine,aerial ace
51,110,machine,attract
51,10,machine,cut
51,40,machine,dig
51,60,machine,double team
51,30,machine,earthquake
51,170,machine,facade
51,130,machine,frustration
51,140,machine,hidden power
51,20,machine,hyper beam
51,90,machine,protect
51,70,machine,rest
51,120,machine,return
51,160,machine,rock smash
51,190,machine,rock tomb
51,180,machine,secret power
51,100,machine,sludge bomb
51,150,machine,sunny day
51,80,machine,thief
51,50,machine,toxic
52,240,machine,aerial ace
52,110,machine,attract
52,10,machine,cut
52,40,machine,dig
52,60,machine,double team
52,200,machine,facade
52,70,machine,flash
52,130,machine,frustration
52,150,machine,hidden power
52,140,machine,iron tail
52,100,machine,protect
52,160,machine,rain dance
52,80,machine,rest
52,120,machine,return
52,230,machine,secret power
52,180,machine,shadow ball
52,250,machine,shock wave
52,220,machine,snatch
52,170,machine,sunny day
52,210,machine,taunt
52,90,machine,thief
52,30,machine,thunder
52,20,machine,thunderbolt
52,190,machine,torment
52,50,machine,toxic
52,260,machine,water pulse
53,260,machine,aerial ace
53,130,machine,attract
53,10,machine,cut
53,60,machine,dig
53,80,machine,double team
53,220,machine,facade
53,90,machine,flash
53,150,machine,frustration
53,170,machine,hidden power
53,30,machine,hyper beam
53,160,machine,iron tail
53,120,machine,protect
53,180,machine,rain dance
53,100,machine,rest
53,140,machine,return
53,20,machine,roar
53,250,machine,secret power
53,200,machine,shadow ball
53,270,machine,shock wave
53,240,machine,snatch
53,190,machine,sunny day
53,230,machine,taunt
53,110,machine,thief
53,50,machine,thunder
53,40,machine,thunderbolt
53,210,machine,torment
53,70,machine,toxic
53,280,machine,water pulse
54,250,machine,aerial ace
54,120,machine,attract
54,30,machine,blizzard
54,220,machine,brick break
54,260,machine,calm mind
54,50,machine,dig
54,240,machine,dive
54,70,machine,double team
54,200,machine,facade
54,90,machine,flash
54,210,machine,focus punch
54,140,machine,frustration
54,190,machine,hail
54,160,machine,hidden power
54,20,machine,ice beam
54,150,machine,iron tail
54,110,machine,protect
54,170,machine,rain dance
54,100,machine,rest
54,130,machine,return
54,180,machine,rock smash
54,230,machine,secret power
54,40,machine,strength
54,10,machine,surf
54,60,machine,toxic
54,270,machine,water pulse
54,80,machine,waterfall
55,260,machine,aerial ace
55,130,machine,attract
55,30,machine,blizzard
55,230,machine,brick break
55,270,machine,calm mind
55,60,machine,dig
55,250,machine,dive
55,80,machine,double team
55,210,machine,facade
55,100,machine,flash
55,220,machine,focus punch
55,150,machine,frustration
55,200,machine,hail
55,170,machine,hidden power
55,40,machine,hyper beam
55,20,machine,ice beam
55,160,machine,iron tail
55,120,machine,protect
55,180,machine,rain dance
55,110,machine,rest
55,140,machine,return
55,190,machine,rock smash
55,240,machine,secret power
55,50,machine,strength
55,10,machine,surf
55,70,machine,toxic
55,280,machine,water pulse
55,90,machine,waterfall
56,260,machine,aerial ace
56,110,machine,attract
56,220,machine,brick break
56,270,machine,bulk up
56,50,machine,dig
56,70,machine,double team
56,40,machine,earthquake
56,190,machine,facade
56,200,machine,focus punch
56,130,machine,frustration
56,150,machine,hidden power
56,140,machine,iron tail
56,240,machine,overheat
56,100,machine,protect
56,160,machine,rain dance
56,80,machine,rest
56,120,machine,return
56,180,machine,rock smash
56,250,machine,rock tomb
56,230,machine,secret power
56,10,machine,strength
56,170,machine,sunny day
56,210,machine,taunt
56,90,machine,thief
56,30,machine,thunder
56,20,machine,thunderbolt
56,60,machine,toxic
57,270,machine,aerial ace
57,120,machine,attract
57,230,machine,brick break
57,280,machine,bulk up
57,60,machine,dig
57,80,machine,double team
57,50,machine,earthquake
57,200,machine,facade
57,210,machine,focus punch
57,140,machine,frustration
57,160,machine,hidden power
57,10,machine,hyper beam
57,150,machine,iron tail
57,250,machine,overheat
57,110,machine,protect
57,170,machine,rain dance
57,90,machine,rest
57,130,machine,return
57,190,machine,rock smash
57,260,machine,rock tomb
57,240,machine,secret power
57,20,machine,strength
57,180,machine,sunny day
57,220,machine,taunt
57,100,machine,thief
57,40,machine,thunder
57,30,machine,thunderbolt
57,70,machine,toxic
58,210,machine,aerial ace
58,110,machine,attract
58,40,machine,dig
58,60,machine,double team
58,180,machine,facade
58,70,machine,fire blast
58,20,machine,flamethrower
58,130,machine,frustration
